"EVALUACIÓN";"ENSEÑANZA";"ESTUDIO";"GRUPO";"Nº ALU. GRUPO";"ITEM";"PA-Nº";"PA-%";"AD-Nº";"AD-%";"MA-Nº";"MA-%";"EX-Nº";"EX-%";"NO EVA.-Nº";"NO EVA.-%"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1B";"26";"Aprender a aprender";"3";"12";"16";"62";"2";"8";"5";"19";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1B";"26";"Competencias sociales y cívicas";"1";"4";"17";"65";"6";"23";"2";"8";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1B";"26";"Sentido de iniciativa y espíritu emprendedor";"3";"12";"15";"58";"7";"27";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1B";"26";"Conciencia y expresiones culturales";"2";"8";"14";"54";"10";"38";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1C";"26";"Comunicación lingüística";"8";"31";"13";"50";"4";"15";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1C";"26";"Competencia matemática y competencias básicas en ciencia y tecnología";"9";"35";"12";"46";"4";"15";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1C";"26";"Competencia digital";"6";"23";"17";"65";"2";"8";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1C";"26";"Aprender a aprender";"12";"46";"10";"38";"3";"12";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1C";"26";"Competencias sociales y cívicas";"8";"31";"15";"58";"2";"8";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1C";"26";"Sentido de iniciativa y espíritu emprendedor";"12";"46";"11";"42";"2";"8";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1C";"26";"Conciencia y expresiones culturales";"8";"31";"11";"42";"7";"27";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1D";"26";"Comunicación lingüística";"8";"31";"13";"50";"2";"8";"3";"12";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1D";"26";"Competencia matemática y competencias básicas en ciencia y tecnología";"7";"27";"12";"46";"5";"19";"2";"8";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1D";"26";"Competencia digital";"6";"23";"14";"54";"5";"19";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1D";"26";"Aprender a aprender";"6";"23";"14";"54";"2";"8";"3";"12";"1";"4"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1D";"26";"Competencias sociales y cívicas";"12";"46";"9";"35";"3";"12";"2";"8";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1D";"26";"Sentido de iniciativa y espíritu emprendedor";"7";"27";"13";"50";"4";"15";"2";"8";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1D";"26";"Conciencia y expresiones culturales";"7";"27";"14";"54";"4";"15";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"103";"Comunicación lingüística";"25";"24";"59";"57";"15";"15";"4";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"103";"Competencia matemática y competencias básicas en ciencia y tecnología";"25";"24";"56";"54";"17";"17";"5";"5";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"103";"Competencia digital";"16";"16";"66";"64";"18";"17";"3";"3";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"103";"Aprender a aprender";"27";"26";"57";"55";"9";"9";"9";"9";"1";"1"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"103";"Competencias sociales y cívicas";"25";"24";"60";"58";"13";"13";"5";"5";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"103";"Sentido de iniciativa y espíritu emprendedor";"27";"26";"57";"55";"15";"15";"4";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"103";"Conciencia y expresiones culturales";"19";"18";"60";"58";"23";"22";"1";"1";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"27";"Comunicación lingüística";"6";"22";"13";"48";"4";"15";"4";"15";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"27";"Competencia matemática y competencias básicas en ciencia y tecnología";"11";"41";"7";"26";"6";"22";"3";"11";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"27";"Competencia digital";"3";"11";"15";"56";"8";"30";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"27";"Aprender a aprender";"8";"30";"12";"44";"3";"11";"4";"15";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"27";"Competencias sociales y cívicas";"4";"15";"14";"52";"6";"22";"3";"11";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"27";"Sentido de iniciativa y espíritu emprendedor";"6";"22";"10";"37";"8";"30";"3";"11";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"27";"Conciencia y expresiones culturales";"2";"7";"13";"48";"12";"44";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"26";"Comunicación lingüística";"15";"58";"6";"23";"4";"15";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"26";"Competencia matemática y competencias básicas en ciencia y tecnología";"11";"42";"10";"38";"4";"15";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"26";"Competencia digital";"10";"38";"11";"42";"5";"19";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"26";"Aprender a aprender";"17";"65";"4";"15";"3";"12";"2";"8";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"26";"Competencias sociales y cívicas";"6";"23";"15";"58";"4";"15";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"26";"Sentido de iniciativa y espíritu emprendedor";"9";"35";"12";"46";"5";"19";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"26";"Conciencia y expresiones culturales";"8";"31";"13";"50";"4";"15";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"53";"Comunicación lingüística";"21";"40";"19";"36";"8";"15";"5";"9";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"53";"Competencia matemática y competencias básicas en ciencia y tecnología";"22";"42";"17";"32";"10";"19";"4";"8";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"53";"Competencia digital";"13";"25";"26";"49";"13";"25";"1";"2";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"53";"Aprender a aprender";"25";"47";"16";"30";"6";"11";"6";"11";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"53";"Competencias sociales y cívicas";"10";"19";"29";"55";"10";"19";"4";"8";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"53";"Sentido de iniciativa y espíritu emprendedor";"15";"28";"22";"42";"13";"25";"3";"6";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"53";"Conciencia y expresiones culturales";"10";"19";"26";"49";"16";"30";"1";"2";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2Z";"11";"Comunicación lingüística";"3";"27";"8";"73";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2Z";"11";"Competencia matemática y competencias básicas en ciencia y tecnología";"3";"27";"8";"73";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2Z";"11";"Competencia digital";"2";"18";"9";"82";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2Z";"11";"Aprender a aprender";"3";"27";"8";"73";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2Z";"11";"Competencias sociales y cívicas";"4";"36";"7";"64";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2Z";"11";"Sentido de iniciativa y espíritu emprendedor";"4";"36";"7";"64";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2Z";"11";"Conciencia y expresiones culturales";"2";"18";"9";"82";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"11";"Comunicación lingüística";"3";"27";"8";"73";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"11";"Competencia matemática y competencias básicas en ciencia y tecnología";"3";"27";"8";"73";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"11";"Competencia digital";"2";"18";"9";"82";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"11";"Aprender a aprender";"3";"27";"8";"73";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"11";"Competencias sociales y cívicas";"4";"36";"7";"64";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"11";"Sentido de iniciativa y espíritu emprendedor";"4";"36";"7";"64";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"11";"Conciencia y expresiones culturales";"2";"18";"9";"82";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3Z";"11";"Comunicación lingüística";"4";"36";"7";"64";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3Z";"11";"Competencia matemática y competencias básicas en ciencia y tecnología";"4";"36";"7";"64";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3Z";"11";"Competencia digital";"0";"0";"10";"91";"1";"9";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3Z";"11";"Aprender a aprender";"1";"9";"10";"91";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3Z";"11";"Competencias sociales y cívicas";"1";"9";"10";"91";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3Z";"11";"Sentido de iniciativa y espíritu emprendedor";"2";"18";"9";"82";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3Z";"11";"Conciencia y expresiones culturales";"0";"0";"11";"100";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"11";"Comunicación lingüística";"4";"36";"7";"64";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"11";"Competencia matemática y competencias básicas en ciencia y tecnología";"4";"36";"7";"64";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"11";"Competencia digital";"0";"0";"10";"91";"1";"9";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"11";"Aprender a aprender";"1";"9";"10";"91";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"11";"Competencias sociales y cívicas";"1";"9";"10";"91";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"11";"Sentido de iniciativa y espíritu emprendedor";"2";"18";"9";"82";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"11";"Conciencia y expresiones culturales";"0";"0";"11";"100";"0";"0";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"27";"Comunicación lingüística";"3";"11";"18";"67";"5";"19";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"27";"Competencia matemática y competencias básicas en ciencia y tecnología";"3";"11";"16";"59";"7";"26";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"27";"Competencia digital";"1";"4";"22";"81";"3";"11";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"27";"Aprender a aprender";"3";"11";"18";"67";"5";"19";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"27";"Competencias sociales y cívicas";"3";"11";"21";"78";"2";"7";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"27";"Sentido de iniciativa y espíritu emprendedor";"2";"7";"21";"78";"3";"11";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"27";"Conciencia y expresiones culturales";"2";"7";"18";"67";"6";"22";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"27";"Comunicación lingüística";"5";"19";"17";"63";"4";"15";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"27";"Competencia matemática y competencias básicas en ciencia y tecnología";"9";"33";"14";"52";"3";"11";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"27";"Competencia digital";"2";"7";"21";"78";"3";"11";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"27";"Aprender a aprender";"8";"30";"15";"56";"3";"11";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"27";"Competencias sociales y cívicas";"5";"19";"19";"70";"2";"7";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"27";"Sentido de iniciativa y espíritu emprendedor";"3";"11";"20";"74";"3";"11";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"27";"Conciencia y expresiones culturales";"1";"4";"21";"78";"4";"15";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"54";"Comunicación lingüística";"8";"15";"35";"65";"9";"17";"2";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"54";"Competencia matemática y competencias básicas en ciencia y tecnología";"12";"22";"30";"56";"10";"19";"2";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"54";"Competencia digital";"3";"6";"43";"80";"6";"11";"2";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"54";"Aprender a aprender";"11";"20";"33";"61";"8";"15";"2";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"54";"Competencias sociales y cívicas";"8";"15";"40";"74";"4";"7";"2";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"54";"Sentido de iniciativa y espíritu emprendedor";"5";"9";"41";"76";"6";"11";"2";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"54";"Conciencia y expresiones culturales";"3";"6";"39";"72";"10";"19";"2";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4A";"26";"Comunicación lingüística";"5";"19";"16";"62";"5";"19";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4A";"26";"Competencia matemática y competencias básicas en ciencia y tecnología";"10";"38";"15";"58";"1";"4";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4A";"26";"Competencia digital";"2";"8";"20";"77";"4";"15";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4A";"26";"Aprender a aprender";"7";"27";"14";"54";"5";"19";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4A";"26";"Competencias sociales y cívicas";"2";"8";"22";"85";"2";"8";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4A";"26";"Sentido de iniciativa y espíritu emprendedor";"7";"27";"14";"54";"5";"19";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4A";"26";"Conciencia y expresiones culturales";"2";"8";"17";"65";"7";"27";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4B";"29";"Comunicación lingüística";"4";"14";"18";"62";"6";"21";"1";"3";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4B";"29";"Competencia matemática y competencias básicas en ciencia y tecnología";"9";"31";"14";"48";"5";"17";"1";"3";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4B";"29";"Competencia digital";"0";"0";"21";"72";"7";"24";"1";"3";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4B";"29";"Aprender a aprender";"6";"21";"13";"45";"8";"28";"2";"7";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4B";"29";"Competencias sociales y cívicas";"1";"3";"17";"59";"9";"31";"2";"7";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4B";"29";"Sentido de iniciativa y espíritu emprendedor";"6";"21";"11";"38";"10";"34";"2";"7";"0";"0"
