"EVALUACIÓN";"ENSEÑANZA";"ESTUDIO";"GRUPO";"Nº ALU. GRUPO";"ITEM";"PA-Nº";"PA-%";"AD-Nº";"AD-%";"MA-Nº";"MA-%";"EX-Nº";"EX-%";"NO EVA.-Nº";"NO EVA.-%"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1A";"24";"Comunicación lingüística";"7";"29";"12";"50";"4";"17";"1";"4";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1A";"24";"Competencia matemática y competencias básicas en ciencia y tecnología";"6";"25";"14";"58";"4";"17";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1A";"24";"Competencia digital";"2";"8";"21";"88";"1";"4";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1A";"24";"Aprender a aprender";"8";"33";"12";"50";"4";"17";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1A";"24";"Competencias sociales y cívicas";"1";"4";"20";"83";"3";"12";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1A";"24";"Sentido de iniciativa y espíritu emprendedor";"4";"17";"17";"71";"3";"12";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1A";"24";"Conciencia y expresiones culturales";"1";"4";"17";"71";"6";"25";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1B";"22";"Comunicación lingüística";"4";"18";"14";"64";"3";"14";"1";"5";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1B";"22";"Competencia matemática y competencias básicas en ciencia y tecnología";"7";"32";"10";"45";"5";"23";"0";"0";"0";"0"
"Evaluación final ordinaria";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"ESO1B";"22";"Competencia digital";"3";"14";"15";"68";"4";"18";"0";"0";"0";"0"
