"EVALUACIÓN";"ENSEÑANZA";"ESTUDIO";"GRUPO";"Nº ALU. GRUPO";"ITEM";"PA-Nº";"PA-%";"AD-Nº";"AD-%";"MA-Nº";"MA-%";"EX-Nº";"EX-%";"NO EVA.-Nº";"NO EVA.-%"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"107";"Comunicación lingüística";"34";"32";"46";"43";"23";"21";"4";"4";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"107";"Competencia matemática y competencias básicas en ciencia y tecnología";"42";"39";"45";"42";"13";"12";"7";"7";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"107";"Competencia digital";"20";"19";"63";"59";"21";"20";"3";"3";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"107";"Aprender a aprender";"32";"30";"51";"48";"14";"13";"10";"9";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"107";"Competencias sociales y cívicas";"20";"19";"61";"57";"19";"18";"7";"7";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"107";"Sentido de iniciativa y espíritu emprendedor";"36";"34";"47";"44";"16";"15";"8";"7";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"107";"Conciencia y expresiones culturales";"15";"14";"61";"57";"28";"26";"3";"3";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"25";"Comunicación lingüística";"5";"20";"16";"64";"4";"16";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"25";"Competencia matemática y competencias básicas en ciencia y tecnología";"10";"40";"11";"44";"4";"16";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"25";"Competencia digital";"4";"16";"17";"68";"3";"12";"1";"4";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"25";"Aprender a aprender";"5";"20";"14";"56";"5";"20";"1";"4";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"25";"Competencias sociales y cívicas";"5";"20";"15";"60";"5";"20";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"25";"Sentido de iniciativa y espíritu emprendedor";"5";"20";"15";"60";"4";"16";"1";"4";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"25";"Conciencia y expresiones culturales";"5";"20";"16";"64";"4";"16";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"15";"Comunicación lingüística";"3";"20";"12";"80";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"15";"Competencia matemática y competencias básicas en ciencia y tecnología";"3";"20";"10";"67";"2";"13";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"15";"Competencia digital";"0";"0";"14";"93";"1";"7";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"15";"Aprender a aprender";"4";"27";"10";"67";"1";"7";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"15";"Competencias sociales y cívicas";"1";"7";"13";"87";"1";"7";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"15";"Sentido de iniciativa y espíritu emprendedor";"1";"7";"13";"87";"0";"0";"1";"7";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"15";"Conciencia y expresiones culturales";"0";"0";"15";"100";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"40";"Comunicación lingüística";"8";"20";"28";"70";"4";"10";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"40";"Competencia matemática y competencias básicas en ciencia y tecnología";"13";"32";"21";"52";"6";"15";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"40";"Competencia digital";"4";"10";"31";"78";"4";"10";"1";"2";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"40";"Aprender a aprender";"9";"22";"24";"60";"6";"15";"1";"2";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"40";"Competencias sociales y cívicas";"6";"15";"28";"70";"6";"15";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"40";"Sentido de iniciativa y espíritu emprendedor";"6";"15";"28";"70";"4";"10";"2";"5";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"40";"Conciencia y expresiones culturales";"5";"12";"31";"78";"4";"10";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2C";"6";"Comunicación lingüística";"4";"67";"2";"33";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2C";"6";"Competencia matemática y competencias básicas en ciencia y tecnología";"4";"67";"2";"33";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2C";"6";"Competencia digital";"1";"17";"5";"83";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2C";"6";"Aprender a aprender";"4";"67";"2";"33";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2C";"6";"Competencias sociales y cívicas";"2";"33";"4";"67";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2C";"6";"Sentido de iniciativa y espíritu emprendedor";"4";"67";"2";"33";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2C";"6";"Conciencia y expresiones culturales";"3";"50";"3";"50";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"6";"Comunicación lingüística";"4";"67";"2";"33";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"6";"Competencia matemática y competencias básicas en ciencia y tecnología";"4";"67";"2";"33";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"6";"Competencia digital";"1";"17";"5";"83";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"6";"Aprender a aprender";"4";"67";"2";"33";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"6";"Competencias sociales y cívicas";"2";"33";"4";"67";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"6";"Sentido de iniciativa y espíritu emprendedor";"4";"67";"2";"33";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"6";"Conciencia y expresiones culturales";"3";"50";"3";"50";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"26";"Comunicación lingüística";"7";"27";"18";"69";"1";"4";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"26";"Competencia matemática y competencias básicas en ciencia y tecnología";"7";"27";"14";"54";"4";"15";"1";"4";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"26";"Competencia digital";"2";"8";"23";"88";"1";"4";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"26";"Aprender a aprender";"5";"19";"19";"73";"2";"8";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"26";"Competencias sociales y cívicas";"1";"4";"24";"92";"1";"4";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"26";"Sentido de iniciativa y espíritu emprendedor";"7";"27";"16";"62";"3";"12";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"26";"Conciencia y expresiones culturales";"1";"4";"20";"77";"5";"19";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"26";"Comunicación lingüística";"15";"58";"5";"19";"6";"23";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"26";"Competencia matemática y competencias básicas en ciencia y tecnología";"15";"58";"7";"27";"4";"15";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"26";"Competencia digital";"8";"31";"13";"50";"5";"19";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"26";"Aprender a aprender";"15";"58";"6";"23";"5";"19";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"26";"Competencias sociales y cívicas";"9";"35";"15";"58";"2";"8";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"26";"Sentido de iniciativa y espíritu emprendedor";"13";"50";"8";"31";"3";"12";"2";"8";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"26";"Conciencia y expresiones culturales";"10";"38";"13";"50";"3";"12";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3C";"28";"Comunicación lingüística";"11";"39";"9";"32";"5";"18";"3";"11";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3C";"28";"Competencia matemática y competencias básicas en ciencia y tecnología";"14";"50";"7";"25";"7";"25";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3C";"28";"Competencia digital";"6";"21";"15";"54";"7";"25";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3C";"28";"Aprender a aprender";"13";"46";"7";"25";"5";"18";"3";"11";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3C";"28";"Competencias sociales y cívicas";"7";"25";"16";"57";"3";"11";"2";"7";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3C";"28";"Sentido de iniciativa y espíritu emprendedor";"9";"32";"11";"39";"6";"21";"2";"7";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3C";"28";"Conciencia y expresiones culturales";"11";"39";"10";"36";"7";"25";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"80";"Comunicación lingüística";"33";"41";"32";"40";"12";"15";"3";"4";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"80";"Competencia matemática y competencias básicas en ciencia y tecnología";"36";"45";"28";"35";"15";"19";"1";"1";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"80";"Competencia digital";"16";"20";"51";"64";"13";"16";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"80";"Aprender a aprender";"33";"41";"32";"40";"12";"15";"3";"4";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"80";"Competencias sociales y cívicas";"17";"21";"55";"69";"6";"8";"2";"2";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"80";"Sentido de iniciativa y espíritu emprendedor";"29";"36";"35";"44";"12";"15";"4";"5";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"80";"Conciencia y expresiones culturales";"22";"28";"43";"54";"15";"19";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3D";"12";"Comunicación lingüística";"7";"58";"4";"33";"1";"8";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3D";"12";"Competencia matemática y competencias básicas en ciencia y tecnología";"7";"58";"3";"25";"2";"17";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3D";"12";"Competencia digital";"5";"42";"5";"42";"2";"17";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3D";"12";"Aprender a aprender";"6";"50";"6";"50";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3D";"12";"Competencias sociales y cívicas";"2";"17";"9";"75";"1";"8";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3D";"12";"Sentido de iniciativa y espíritu emprendedor";"7";"58";"4";"33";"1";"8";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3D";"12";"Conciencia y expresiones culturales";"3";"25";"9";"75";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"12";"Comunicación lingüística";"7";"58";"4";"33";"1";"8";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"12";"Competencia matemática y competencias básicas en ciencia y tecnología";"7";"58";"3";"25";"2";"17";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"12";"Competencia digital";"5";"42";"5";"42";"2";"17";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"12";"Aprender a aprender";"6";"50";"6";"50";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"12";"Competencias sociales y cívicas";"2";"17";"9";"75";"1";"8";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"12";"Sentido de iniciativa y espíritu emprendedor";"7";"58";"4";"33";"1";"8";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"12";"Conciencia y expresiones culturales";"3";"25";"9";"75";"0";"0";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4A";"24";"Comunicación lingüística";"3";"12";"16";"67";"2";"8";"3";"12";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4A";"24";"Competencia matemática y competencias básicas en ciencia y tecnología";"10";"42";"9";"38";"4";"17";"1";"4";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4A";"24";"Competencia digital";"2";"8";"16";"67";"6";"25";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4A";"24";"Aprender a aprender";"2";"8";"17";"71";"5";"21";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4A";"24";"Competencias sociales y cívicas";"1";"4";"18";"75";"4";"17";"1";"4";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4A";"24";"Sentido de iniciativa y espíritu emprendedor";"2";"8";"18";"75";"4";"17";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4A";"24";"Conciencia y expresiones culturales";"1";"4";"18";"75";"5";"21";"0";"0";"0";"0"
"Segunda Evaluación";"Educación Secundaria Obligatoria";"4º Educación Secundaria Obligatoria (LOMCE)";"ESO4B";"27";"Comunicación lingüística";"7";"26";"13";"48";"6";"22";"1";"4";"0";"0"
