"EVALUACIÓN";"ENSEÑANZA";"ESTUDIO";"GRUPO";"Nº ALU. GRUPO";"ITEM";"PA-Nº";"PA-%";"AD-Nº";"AD-%";"MA-Nº";"MA-%";"EX-Nº";"EX-%";"NO EVA.-Nº";"NO EVA.-%"
"Primera Evaluación";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"78";"Sentido de iniciativa y espíritu emprendedor";"27";"35";"48";"62";"2";"3";"0";"0";"1";"1"
"Primera Evaluación";"Educación Secundaria Obligatoria";"1º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"78";"Conciencia y expresiones culturales";"26";"33";"45";"58";"6";"8";"0";"0";"1";"1"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"19";"Comunicación lingüística";"5";"26";"10";"53";"4";"21";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"19";"Competencia matemática y competencias básicas en ciencia y tecnología";"7";"37";"8";"42";"4";"21";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"19";"Competencia digital";"4";"21";"11";"58";"4";"21";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"19";"Aprender a aprender";"4";"21";"10";"53";"5";"26";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"19";"Competencias sociales y cívicas";"6";"32";"8";"42";"5";"26";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"19";"Sentido de iniciativa y espíritu emprendedor";"2";"11";"13";"68";"4";"21";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2A";"19";"Conciencia y expresiones culturales";"0";"0";"13";"68";"6";"32";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"17";"Comunicación lingüística";"2";"12";"12";"71";"3";"18";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"17";"Competencia matemática y competencias básicas en ciencia y tecnología";"9";"53";"5";"29";"2";"12";"1";"6";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"17";"Competencia digital";"1";"6";"14";"82";"2";"12";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"17";"Aprender a aprender";"2";"12";"13";"76";"2";"12";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"17";"Competencias sociales y cívicas";"1";"6";"13";"76";"3";"18";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"17";"Sentido de iniciativa y espíritu emprendedor";"1";"6";"15";"88";"1";"6";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2B";"17";"Conciencia y expresiones culturales";"3";"18";"12";"71";"2";"12";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2C";"20";"Comunicación lingüística";"10";"50";"9";"45";"1";"5";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2C";"20";"Competencia matemática y competencias básicas en ciencia y tecnología";"10";"50";"8";"40";"2";"10";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2C";"20";"Competencia digital";"9";"45";"9";"45";"2";"10";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2C";"20";"Aprender a aprender";"9";"45";"9";"45";"2";"10";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2C";"20";"Competencias sociales y cívicas";"8";"40";"9";"45";"3";"15";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2C";"20";"Sentido de iniciativa y espíritu emprendedor";"6";"30";"10";"50";"4";"20";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2C";"20";"Conciencia y expresiones culturales";"7";"35";"9";"45";"4";"20";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2D";"21";"Comunicación lingüística";"14";"67";"7";"33";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2D";"21";"Competencia matemática y competencias básicas en ciencia y tecnología";"17";"81";"3";"14";"1";"5";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2D";"21";"Competencia digital";"10";"48";"10";"48";"1";"5";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2D";"21";"Aprender a aprender";"10";"48";"10";"48";"1";"5";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2D";"21";"Competencias sociales y cívicas";"6";"29";"12";"57";"3";"14";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2D";"21";"Sentido de iniciativa y espíritu emprendedor";"9";"43";"11";"52";"1";"5";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"ESO2D";"21";"Conciencia y expresiones culturales";"6";"29";"12";"57";"3";"14";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"77";"Comunicación lingüística";"31";"40";"38";"49";"8";"10";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"77";"Competencia matemática y competencias básicas en ciencia y tecnología";"43";"56";"24";"31";"9";"12";"1";"1";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"77";"Competencia digital";"24";"31";"44";"57";"9";"12";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"77";"Aprender a aprender";"25";"32";"42";"55";"10";"13";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"77";"Competencias sociales y cívicas";"21";"27";"42";"55";"14";"18";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"77";"Sentido de iniciativa y espíritu emprendedor";"18";"23";"49";"64";"10";"13";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"2º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"77";"Conciencia y expresiones culturales";"16";"21";"46";"60";"15";"19";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2E";"7";"Comunicación lingüística";"2";"29";"5";"71";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2E";"7";"Competencia matemática y competencias básicas en ciencia y tecnología";"5";"71";"2";"29";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2E";"7";"Competencia digital";"1";"14";"6";"86";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2E";"7";"Aprender a aprender";"4";"57";"3";"43";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2E";"7";"Competencias sociales y cívicas";"6";"86";"1";"14";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2E";"7";"Sentido de iniciativa y espíritu emprendedor";"7";"100";"0";"0";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO2E";"7";"Conciencia y expresiones culturales";"5";"71";"2";"29";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"7";"Comunicación lingüística";"2";"29";"5";"71";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"7";"Competencia matemática y competencias básicas en ciencia y tecnología";"5";"71";"2";"29";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"7";"Competencia digital";"1";"14";"6";"86";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"7";"Aprender a aprender";"4";"57";"3";"43";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"7";"Competencias sociales y cívicas";"6";"86";"1";"14";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"7";"Sentido de iniciativa y espíritu emprendedor";"7";"100";"0";"0";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Primer curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"7";"Conciencia y expresiones culturales";"5";"71";"2";"29";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"19";"Comunicación lingüística";"8";"42";"10";"53";"1";"5";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"19";"Competencia matemática y competencias básicas en ciencia y tecnología";"9";"47";"8";"42";"2";"11";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"19";"Competencia digital";"1";"5";"18";"95";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"19";"Aprender a aprender";"3";"16";"15";"79";"1";"5";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"19";"Competencias sociales y cívicas";"3";"16";"16";"84";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"19";"Sentido de iniciativa y espíritu emprendedor";"2";"11";"17";"89";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3A";"19";"Conciencia y expresiones culturales";"2";"11";"16";"84";"1";"5";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"19";"Comunicación lingüística";"13";"68";"5";"26";"1";"5";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"19";"Competencia matemática y competencias básicas en ciencia y tecnología";"13";"68";"5";"26";"1";"5";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"19";"Competencia digital";"5";"26";"14";"74";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"19";"Aprender a aprender";"8";"42";"10";"53";"1";"5";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"19";"Competencias sociales y cívicas";"6";"32";"13";"68";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"19";"Sentido de iniciativa y espíritu emprendedor";"9";"47";"9";"47";"1";"5";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3B";"19";"Conciencia y expresiones culturales";"6";"32";"11";"58";"2";"11";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3C";"28";"Comunicación lingüística";"8";"29";"18";"64";"2";"7";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3C";"28";"Competencia matemática y competencias básicas en ciencia y tecnología";"10";"36";"15";"54";"3";"11";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3C";"28";"Competencia digital";"2";"7";"23";"82";"3";"11";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3C";"28";"Aprender a aprender";"5";"18";"21";"75";"2";"7";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3C";"28";"Competencias sociales y cívicas";"6";"21";"19";"68";"3";"11";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3C";"28";"Sentido de iniciativa y espíritu emprendedor";"9";"32";"18";"64";"1";"4";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"ESO3C";"28";"Conciencia y expresiones culturales";"4";"14";"19";"68";"5";"18";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"66";"Comunicación lingüística";"29";"44";"33";"50";"4";"6";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"66";"Competencia matemática y competencias básicas en ciencia y tecnología";"32";"48";"28";"42";"6";"9";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"66";"Competencia digital";"8";"12";"55";"83";"3";"5";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"66";"Aprender a aprender";"16";"24";"46";"70";"4";"6";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"66";"Competencias sociales y cívicas";"15";"23";"48";"73";"3";"5";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"66";"Sentido de iniciativa y espíritu emprendedor";"20";"30";"44";"67";"2";"3";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"3º Educación Secundaria Obligatoria (LOMCE)";"TOTAL ESTUDIO";"66";"Conciencia y expresiones culturales";"12";"18";"46";"70";"8";"12";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3D";"16";"Comunicación lingüística";"9";"56";"7";"44";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3D";"16";"Competencia matemática y competencias básicas en ciencia y tecnología";"5";"31";"11";"69";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3D";"16";"Competencia digital";"2";"13";"14";"88";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3D";"16";"Aprender a aprender";"5";"31";"11";"69";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3D";"16";"Competencias sociales y cívicas";"5";"31";"11";"69";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3D";"16";"Sentido de iniciativa y espíritu emprendedor";"5";"31";"11";"69";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"ESO3D";"16";"Conciencia y expresiones culturales";"8";"50";"7";"44";"1";"6";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"16";"Comunicación lingüística";"9";"56";"7";"44";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"16";"Competencia matemática y competencias básicas en ciencia y tecnología";"5";"31";"11";"69";"0";"0";"0";"0";"0";"0"
"Primera Evaluación";"Educación Secundaria Obligatoria";"Segundo curso del Programa de Mejora del Aprendizaje y el Rendimiento (LOMCE)";"TOTAL ESTUDIO";"16";"Competencia digital";"2";"13";"14";"88";"0";"0";"0";"0";"0";"0"
